P;PID;FLC;FLC3
0.00280554;-1.68228e-005;-5.42974e-007;-2.4697e-008
0.00266145;-1.68653e-005;-5.6714e-007;-2.38379e-008
0.00251556;-1.69067e-005;-5.84597e-007;-2.29356e-008
0.00236818;-1.69471e-005;-5.95403e-007;-2.19966e-008
0.00221965;-1.69865e-005;-5.9974e-007;-2.10271e-008
0.00207028;-1.70249e-005;-5.97897e-007;-2.00334e-008
0.00192039;-1.70624e-005;-5.90261e-007;-1.90215e-008
0.00177028;-1.7099e-005;-5.77299e-007;-1.7997e-008
0.00162025;-1.71346e-005;-5.59527e-007;-1.69656e-008
0.00147059;-1.71694e-005;-5.37466e-007;-1.59325e-008
0.0013216;-1.72033e-005;-5.11637e-007;-1.49025e-008
0.00117354;-1.72363e-005;-4.82557e-007;-1.38805e-008
0.00102668;-1.72686e-005;-4.50732e-007;-1.28707e-008
0.000881293;-1.73001e-005;-4.16658e-007;-1.18771e-008
0.000737617;-1.73307e-005;-3.80814e-007;-1.09036e-008
0.000595898;-1.73607e-005;-3.43661e-007;-9.95336e-009
0.000456366;-1.73898e-005;-3.05636e-007;-9.02957e-009
0.000319245;-1.74183e-005;-2.67156e-007;-8.1349e-009
0.000184747;-1.74461e-005;-2.2861e-007;-7.27176e-009
5.30719e-005;-1.74731e-005;-1.9036e-007;-6.44223e-009
-7.55872e-005;-1.74995e-005;-1.52739e-007;-5.64809e-009
-0.00020105;-1.75253e-005;-1.16053e-007;-4.89081e-009
-0.000323145;-1.75504e-005;-8.05749e-008;-4.17158e-009
-0.000441713;-1.75749e-005;-4.65492e-008;-3.49129e-009
-0.000556604;-1.75988e-005;-1.41896e-008;-2.85059e-009
-0.000667681;-1.76221e-005;1.63204e-008;-2.24987e-009
-0.000774816;-1.76448e-005;4.48265e-008;-1.68927e-009
-0.000877892;-1.7667e-005;7.12036e-008;-1.16873e-009
